Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Sequence Length (tokens),511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,0.00
Output Token Count (tokens),511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,0.00
Output Token Throughput Per User (tokens/sec/user),87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,0.00
Prefill Throughput Per User (tokens/sec/user),46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,46.34,0.00
Request Latency (ms),50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,50017.28,0.00
Time to First Output Token (ms),44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,0.00
Time to First Token (ms),44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,44169.19,0.00
Time to Second Token (ms),0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00
Tokens In Flight (tokens),2074.90,0.00,2558.00,,,,,,2047.00,,2102.00,2319.00,2509.00,93.87

Metric,Value
Benchmark Duration (sec),50.02
Input Token Throughput (tokens/sec),40.92
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),10.22
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.02
Total Input Sequence Length (tokens),2047.00
Total Output Sequence Length (tokens),511.00
Total Output Tokens (tokens),511.00
Total Token Throughput (tokens/sec),51.14
