cap,ctx,ncmoe,mode,length,prefill_tps,decode_tps,ttft_ms
48,262144,23,mmap,256,223.77,50.99,1144.04
48,262144,23,mmap,2048,394.95,51.95,5185.71
48,262144,23,mmap,8192,407.4,48.17,20108.03
48,262144,23,mmap,32768,405.86,40.04,80738.25
48,262144,23,mmap,65536,389.9,32.58,168083.98
48,262144,23,mmap,131072,365.47,23.96,358637.98
