Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,0.00
OSL Mismatch Diff % (%),-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.00
Output Sequence Length (tokens),2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Output Token Count (tokens),2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Output Token Throughput Per User (tokens/sec/user),91.34,91.34,91.34,91.34,91.34,91.34,91.34,91.34,91.34,91.34,91.34,91.34,91.34,0.00
Prefill Throughput Per User (tokens/sec/user),2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,2102.58,0.00
Request Latency (ms),145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,145858.88,0.00
Time to First Output Token (ms),123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,0.00
Time to First Token (ms),123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,123459.59,0.00
Time to Second Token (ms),0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.00
Tokens In Flight (tokens),259724.77,0.00,261631.00,,,,,,259584.00,,260247.00,260936.00,261492.00,1760.82

Metric,Value
Benchmark Duration (sec),145.86
Input Token Throughput (tokens/sec),1779.61
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),14.03
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),259584.00
Total Output Sequence Length (tokens),2047.00
Total Output Tokens (tokens),2047.00
Total Token Throughput (tokens/sec),1793.65
