timestamp,temp_c,tlimit_margin_c,power_w,power_limit_w,sm_clock_mhz,mem_clock_mhz,gpu_util_pct,mem_util_pct,mem_used_mib,clocks_event_reasons,hw_thermal_slowdown,sw_power_cap,cpu_pct_total,cpu_pct_per_core_max,load_1m,mem_used_host_mib,mem_available_mib
2026-09-03T17:38:32Z,29,64,5.45,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,6,75,0.18,4459,89708,
2026-09-03T17:38:37Z,29,64,7.32,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,0,3,0.33,4464,89702,
2026-09-03T17:38:42Z,29,64,5.43,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,0,4,0.30,4482,89685,
2026-09-03T17:38:47Z,29,64,5.43,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,0,2,0.28,4451,89716,
2026-09-03T17:38:52Z,29,64,5.74,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,0,4,0.31,4433,89733,
2026-09-03T17:38:57Z,29,64,5.60,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,0,3,0.37,4426,89740,
2026-09-03T17:39:02Z,29,64,5.59,600.00,180,405,0,0,15,0x0000000000000000,NotActive,NotActive,0,4,0.34,4459,89707,
2026-09-03T17:39:07Z,30,63,72.31,600.00,2610,13365,0,0,61799,0x0000000000000000,NotActive,NotActive,3,32,0.39,22594,71572,
2026-09-03T17:39:12Z,31,62,76.43,600.00,2617,13365,23,1,61799,0x0000000000000000,NotActive,NotActive,2,37,0.52,32894,61272,
2026-09-03T17:39:17Z,31,62,76.96,600.00,2617,13365,25,1,61799,0x0000000000000000,NotActive,NotActive,2,28,0.56,32873,61293,
2026-09-03T17:39:22Z,31,62,72.75,600.00,2610,13365,0,0,72255,0x0000000000000000,NotActive,NotActive,1,19,0.51,33827,60340,
2026-09-03T17:39:27Z,32,61,72.39,600.00,2610,13365,0,0,72255,0x0000000000000000,NotActive,NotActive,0,5,0.47,33739,60427,
2026-09-03T17:39:32Z,32,61,72.95,600.00,2610,13365,0,0,72255,0x0000000000000000,NotActive,NotActive,0,4,0.43,33687,60479,
2026-09-03T17:39:37Z,31,62,39.15,600.00,247,13365,0,0,72255,0x0000000000000000,NotActive,NotActive,0,4,0.40,33651,60515,
2026-09-03T17:39:42Z,31,62,11.70,600.00,180,405,0,0,72255,0x0000000000000000,NotActive,NotActive,0,3,0.37,33615,60551,
2026-09-03T17:39:47Z,31,62,5.71,600.00,180,405,0,0,72255,0x0000000000000000,NotActive,NotActive,0,3,0.34,33601,60566,
2026-09-03T17:39:52Z,30,63,5.83,600.00,180,405,0,1,72255,0x0000000000000000,NotActive,NotActive,0,4,0.31,33592,60574,
2026-09-03T17:39:57Z,30,63,5.72,600.00,180,405,0,0,72255,0x0000000000000000,NotActive,NotActive,0,4,0.29,33585,60581,
2026-09-03T17:40:02Z,30,63,7.47,600.00,202,405,0,0,72255,0x0000000000000000,NotActive,NotActive,0,5,0.34,33591,60575,
2026-09-03T17:40:07Z,30,63,5.81,600.00,180,405,0,0,72255,0x0000000000000000,NotActive,NotActive,0,3,0.31,33587,60579,
2026-09-03T17:40:12Z,39,55,40.04,600.00,1672,13365,100,33,72377,0x0000000000000000,NotActive,NotActive,4,43,0.37,34806,59361,
2026-09-03T17:40:17Z,42,49,361.65,600.00,2722,13365,96,25,72377,0x0000000000000000,NotActive,NotActive,3,52,0.42,34793,59373,
2026-09-03T17:40:23Z,45,47,365.60,600.00,2715,13365,95,26,72377,0x0000000000000000,NotActive,NotActive,3,100,0.47,34806,59361,
2026-09-03T17:40:28Z,47,45,372.72,600.00,2692,13365,100,26,72377,0x0000000000000000,NotActive,NotActive,3,67,0.51,34819,59347,
2026-09-03T17:40:33Z,49,45,377.05,600.00,2692,13365,100,28,72377,0x0000000000000000,NotActive,NotActive,3,84,0.55,34797,59369,
2026-09-03T17:40:38Z,52,44,382.44,600.00,2677,13365,100,26,72377,0x0000000000000000,NotActive,NotActive,3,100,0.59,34796,59370,
2026-09-03T17:40:43Z,53,40,384.32,600.00,2677,13365,100,27,72377,0x0000000000000000,NotActive,NotActive,3,92,0.62,34824,59343,
2026-09-03T17:40:48Z,53,38,392.42,600.00,2647,13365,91,25,72377,0x0000000000000000,NotActive,NotActive,3,51,0.73,34805,59362,
2026-09-03T17:40:53Z,56,39,395.59,600.00,2640,13365,100,34,72377,0x0000000000000000,NotActive,NotActive,3,72,0.83,34798,59368,
2026-09-03T17:40:58Z,57,38,402.20,600.00,2610,13365,100,38,72377,0x0000000000000000,NotActive,NotActive,3,59,0.85,34788,59379,
2026-09-03T17:41:03Z,59,35,407.90,600.00,2595,13365,100,42,72377,0x0000000000000000,NotActive,NotActive,3,81,0.86,34787,59380,
2026-09-03T17:41:08Z,59,35,407.61,600.00,2580,13365,100,43,72377,0x0000000000000000,NotActive,NotActive,3,62,0.87,34771,59395,
2026-09-03T17:41:13Z,61,32,408.54,600.00,2580,13365,100,42,72377,0x0000000000000000,NotActive,NotActive,3,78,0.88,34774,59393,
2026-09-03T17:41:18Z,60,33,414.17,600.00,2580,13365,100,45,72377,0x0000000000000000,NotActive,NotActive,3,48,0.89,34768,59398,
2026-09-03T17:41:23Z,63,30,414.87,600.00,2565,13365,100,45,72377,0x0000000000000000,NotActive,NotActive,3,87,0.90,34777,59389,
2026-09-03T17:41:28Z,63,31,419.36,600.00,2557,13365,100,44,72377,0x0000000000000000,NotActive,NotActive,3,85,0.91,34768,59399,
2026-09-03T17:41:33Z,64,28,419.55,600.00,2572,13365,100,41,72377,0x0000000000000000,NotActive,NotActive,3,94,0.92,34772,59394,
2026-09-03T17:41:38Z,65,29,423.17,600.00,2550,13365,100,42,72377,0x0000000000000000,NotActive,NotActive,3,100,0.92,34769,59398,
2026-09-03T17:41:43Z,65,28,418.70,600.00,2512,13365,86,39,72377,0x0000000000000000,NotActive,NotActive,3,61,0.93,34768,59399,
2026-09-03T17:41:48Z,66,28,425.85,600.00,2505,13365,86,38,72377,0x0000000000000000,NotActive,NotActive,3,54,0.93,34765,59402,
2026-09-03T17:41:53Z,67,26,427.02,600.00,2527,13365,100,42,72377,0x0000000000000000,NotActive,NotActive,3,100,0.94,34769,59397,
2026-09-03T17:41:58Z,67,28,427.61,600.00,2520,13365,100,48,72377,0x0000000000000004,NotActive,Active,3,69,0.94,34765,59401,
2026-09-03T17:42:03Z,68,28,426.71,600.00,2505,13365,83,39,72377,0x0000000000000000,NotActive,NotActive,3,40,0.95,34771,59395,
2026-09-03T17:42:08Z,66,26,433.34,600.00,2542,13365,98,44,72377,0x0000000000000000,NotActive,NotActive,3,68,0.95,34787,59379,
2026-09-03T17:42:13Z,69,24,431.72,600.00,2542,13365,100,47,72377,0x0000000000000000,NotActive,NotActive,3,50,0.96,34808,59358,
2026-09-03T17:42:18Z,68,23,436.58,600.00,2535,13365,99,47,72377,0x0000000000000000,NotActive,NotActive,3,95,0.96,34801,59366,
2026-09-03T17:42:23Z,70,26,440.98,600.00,2497,13365,100,46,72377,0x0000000000000000,NotActive,NotActive,3,86,0.96,34805,59361,
2026-09-03T17:42:28Z,70,24,435.25,600.00,2512,13365,100,46,72377,0x0000000000000004,NotActive,Active,3,68,0.97,34799,59367,
2026-09-03T17:42:33Z,67,23,435.70,600.00,2490,13365,83,36,72377,0x0000000000000000,NotActive,NotActive,3,94,0.97,34794,59373,
2026-09-03T17:42:38Z,71,25,436.21,600.00,2535,13365,100,47,72377,0x0000000000000000,NotActive,NotActive,3,100,0.97,34796,59371,
2026-09-03T17:42:43Z,71,25,440.38,600.00,2482,13365,100,47,72377,0x0000000000000000,NotActive,NotActive,3,100,0.98,34792,59374,
2026-09-03T17:42:48Z,70,22,441.59,600.00,2475,13365,100,51,72377,0x0000000000000000,NotActive,NotActive,3,71,0.98,34789,59378,
2026-09-03T17:42:53Z,71,21,444.57,600.00,2482,13365,100,50,72377,0x0000000000000000,NotActive,NotActive,3,100,0.98,34787,59379,
2026-09-03T17:42:58Z,72,22,447.63,600.00,2460,13365,100,50,72377,0x0000000000000000,NotActive,NotActive,3,100,0.98,34786,59380,
2026-09-03T17:43:03Z,70,23,441.88,600.00,2467,13365,100,49,72377,0x0000000000000000,NotActive,NotActive,3,90,1.06,34781,59386,
2026-09-03T17:43:08Z,72,22,439.55,600.00,2490,13365,100,51,72377,0x0000000000000000,NotActive,NotActive,3,30,1.06,34795,59372,
2026-09-03T17:43:13Z,72,21,441.65,600.00,2452,13365,100,48,72377,0x0000000000000004,NotActive,Active,4,68,1.05,34805,59362,
2026-09-03T17:43:18Z,71,20,446.04,600.00,2467,13365,100,54,72377,0x0000000000000004,NotActive,Active,3,63,1.05,34811,59355,
2026-09-03T17:43:23Z,72,20,452.08,600.00,2430,13365,100,48,72377,0x0000000000000004,NotActive,Active,3,97,1.04,34809,59357,
2026-09-03T17:43:28Z,73,21,443.39,600.00,2445,13365,80,35,72377,0x0000000000000000,NotActive,NotActive,3,81,1.04,34797,59369,
2026-09-03T17:43:33Z,71,24,452.86,600.00,2475,13365,100,53,72377,0x0000000000000004,NotActive,Active,4,52,1.04,34807,59360,
2026-09-03T17:43:38Z,73,22,449.99,600.00,2460,13365,100,49,72377,0x0000000000000004,NotActive,Active,3,71,1.03,34807,59360,
2026-09-03T17:43:43Z,71,19,451.42,600.00,2460,13365,100,55,72377,0x0000000000000000,NotActive,NotActive,3,99,1.03,34821,59345,
2026-09-03T17:43:48Z,74,20,452.98,600.00,2407,13365,100,50,72377,0x0000000000000004,NotActive,Active,3,95,1.03,34821,59345,
2026-09-03T17:43:53Z,72,21,450.03,600.00,2467,13365,100,54,72377,0x0000000000000000,NotActive,NotActive,3,51,1.11,34815,59351,
2026-09-03T17:43:58Z,74,21,454.37,600.00,2445,13365,100,45,72377,0x0000000000000000,NotActive,NotActive,3,100,1.10,34807,59359,
2026-09-03T17:44:03Z,74,22,446.65,600.00,2475,13365,76,34,72377,0x0000000000000000,NotActive,NotActive,3,52,1.09,34799,59368,
2026-09-03T17:44:08Z,74,19,451.04,600.00,2437,13365,100,50,72377,0x0000000000000004,NotActive,Active,3,79,1.08,34810,59356,
2026-09-03T17:44:13Z,75,19,451.46,600.00,2445,13365,100,48,72377,0x0000000000000004,NotActive,Active,3,100,1.16,34808,59358,
