ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:48:28	19705856	19243008	73728	0	0	0	0
17:48:33	651730944	539996160	69230592	0	0	0	0
17:48:38	1077190656	831401984	152383488	90	368640	0	0
17:48:43	1542811648	1272127488	158404608	307	1523712	0	0
17:48:48	1774080000	1487241216	166522880	2194	9543680	0	0
17:48:53	2037280768	1744338944	166522880	2194	9543680	0	0
17:48:58	2038169600	1744338944	166625280	2219	9678848	0	0
17:49:03	2038132736	1744338944	166920192	2291	10203136	0	0
17:49:08	2039484416	1744379904	168054784	2568	11177984	0	0
17:49:13	2039754752	1744379904	168701952	2726	11722752	0	0
17:49:18	2040569856	1744379904	169058304	2813	12079104	0	0
17:49:23	2042347520	1744416768	169644032	2956	13000704	0	0
17:49:28	2043899904	1744416768	171683840	3315	14704640	0	0
17:49:33	2045419520	1744416768	173105152	3662	16224256	0	0
17:49:38	2045931520	1744453632	173707264	3809	17465344	0	0
17:49:43	2246991872	1941127168	175325184	4204	18345984	0	0
17:49:48	2499112960	2193170432	175325184	4204	18345984	0	0
17:49:53	2500378624	2193207296	175722496	4301	19144704	0	0
17:49:58	2501013504	2193207296	176656384	4529	19705856	0	0
17:50:03	2501320704	2193207296	176975872	4607	20312064	0	0
17:50:08	2502033408	2193244160	178008064	4859	21094400	0	0
17:50:13	2502598656	2193244160	178692096	5026	21749760	0	0
17:50:18	2503352320	2193301504	178794496	5051	21880832	0	0
17:50:23	2504429568	2193338368	179277824	5169	22298624	0	0
17:50:28	2504200192	2193338368	179380224	5194	22401024	0	0
17:50:33	2830270464	2518831104	179630080	5255	22650880	0	0
17:50:38	2975072256	2662174720	179630080	5255	22650880	0	0
17:50:43	2975313920	2662174720	179630080	5255	22650880	0	0
17:50:48	2975416320	2662174720	179630080	5255	22876160	0	0
17:50:53	2976129024	2662273024	180277248	5413	23298048	0	0
17:50:58	2975633408	2662273024	180277248	5413	23298048	0	0
17:51:03	2976665600	2662273024	180277248	5413	23330816	0	0
17:51:08	2976759808	2662309888	180523008	5438	23674880	0	0
17:51:13	3283701760	2967822336	181075968	5573	24096768	0	0
17:51:19	3432828928	3112714240	185667584	6633	28688384	0	0
