ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:46:41	22097920	21258240	81920	0	0	0	0
17:46:46	494673920	417439744	34791424	0	0	0	0
17:46:51	848719872	720408576	35160064	90	368640	0	0
17:46:56	1145569280	999219200	35667968	214	917504	0	0
17:47:01	1350328320	1196589056	36720640	471	1929216	0	0
17:47:06	1595617280	1435688960	36720640	471	1929216	0	0
17:47:11	1599864832	1435688960	39346176	1049	4878336	0	0
17:47:16	1920962560	1751830528	40099840	1233	5308416	0	0
17:47:21	2038943744	1869234176	40427520	1313	6443008	0	0
17:47:26	2238865408	2066591744	42774528	1886	7983104	0	0
17:47:31	2475737088	2302676992	43028480	1948	8237056	0	0
17:47:36	2675646464	2500120576	44814336	2321	10022912	0	0
17:47:41	2912710656	2736205824	44814336	2321	10809344	0	0
17:47:46	2914807808	2736205824	47677440	3020	12886016	0	0
