ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:39:34	21483520	19296256	73728	0	0	0	0
17:39:39	527548416	417071104	34783232	0	0	0	0
17:39:44	880873472	720211968	35192832	100	409600	0	0
17:39:49	1025409024	846041088	35192832	100	409600	0	0
17:39:54	1178591232	995528704	36823040	498	2039808	0	0
17:39:59	1385631744	1193066496	38985728	1026	4202496	0	0
17:40:04	1626705920	1429831680	38985728	1026	4202496	0	0
17:40:09	1629097984	1429155840	42328064	1842	7544832	0	0
17:40:14	1831845888	1626578944	44642304	2407	9859072	0	0
17:40:19	2070540288	1863340032	44642304	2407	9859072	0	0
17:40:24	2071613440	1865646080	44642304	2407	9859072	0	0
17:40:29	2271735808	2063110144	45682688	2661	10899456	0	0
17:40:34	2393567232	2181828608	45682688	2661	10899456	0	0
17:40:39	2508845056	2299195392	45785088	2686	11526144	0	0
17:40:44	2708869120	2496602112	48156672	3265	13373440	0	0
17:40:49	2896678912	2686537728	48156672	3265	13373440	0	0
17:40:54	2949292032	2732687360	50909184	3921	16125952	0	0
