ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:05:17	256499712	239464448	8462336	0	0	0	0
17:05:22	763310080	548888576	101912576	0	0	0	0
17:05:27	1197318144	849321984	185114624	102	417792	0	0
17:05:32	1472761856	1108455424	185114624	102	417792	0	0
17:05:37	1671700480	1295962112	191201280	376	1540096	0	0
17:05:42	1681645568	1295962112	198901760	2020	9240576	0	0
17:05:47	1899687936	1505017856	201826304	2608	12165120	0	0
17:05:52	2023706624	1623986176	201826304	2608	12165120	0	0
17:05:57	2167451648	1767157760	201826304	2608	12783616	0	0
17:06:02	2166980608	1767215104	202444800	2618	12783616	0	0
17:06:07	2167533568	1767251968	202670080	2673	13008896	0	0
17:06:12	2167238656	1767251968	202702848	2681	13041664	0	0
17:06:17	2168688640	1767251968	202735616	2689	13139968	0	0
17:06:22	2168565760	1767288832	203268096	2819	13606912	0	0
17:06:27	2169208832	1767288832	203579392	2895	14110720	0	0
17:06:32	2169528320	1767346176	204365824	3087	14704640	0	0
17:06:37	2170040320	1767383040	204767232	3150	15106048	0	0
17:06:42	2170593280	1767383040	205029376	3214	15499264	0	0
17:06:47	2170826752	1767383040	205352960	3293	15724544	0	0
17:06:52	2171351040	1767419904	205553664	3342	15892480	0	0
17:06:57	2171305984	1767419904	205680640	3373	16019456	0	0
17:07:02	2170703872	1767419904	205778944	3397	16117760	0	0
17:07:07	2171502592	1767514112	205811712	3405	16150528	0	0
17:07:12	2171748352	1767514112	205910016	3429	16338944	0	0
17:07:17	2172649472	1767514112	206671872	3615	17010688	0	0
17:07:22	2173657088	1767550976	207126528	3726	17465344	0	0
17:07:27	2173652992	1767550976	207781888	3886	18120704	0	0
17:07:32	2174287872	1767550976	208175104	3982	18513920	0	0
17:07:37	2175397888	1767645184	208400384	4037	18771968	0	0
17:07:42	2375127040	1964998656	209383424	4250	19722240	0	0
17:07:47	2375036928	1964998656	209383424	4250	19722240	0	0
17:07:52	2629132288	2218172416	209383424	4250	19722240	0	0
17:07:57	2629402624	2218172416	209383424	4250	19722240	0	0
17:08:02	2629173248	2218172416	209383424	4250	19722240	0	0
17:08:07	2629959680	2218209280	209383424	4250	19722240	0	0
17:08:12	2629005312	2218266624	209448960	4266	19787776	0	0
17:08:17	2629840896	2218266624	209752064	4340	20090880	0	0
17:08:22	2630320128	2218303488	209752064	4340	20090880	0	0
17:08:27	2629931008	2218303488	209752064	4340	20090880	0	0
17:08:32	2630295552	2218303488	209752064	4340	20185088	0	0
17:08:37	2630914048	2218340352	210345984	4437	20684800	0	0
17:08:42	2631397376	2218340352	210931712	4580	21270528	0	0
17:08:48	2633060352	2218397696	211255296	4659	21594112	0	0
17:08:53	2632880128	2218434560	211255296	4659	21594112	0	0
17:08:58	2633109504	2218434560	211759104	4782	22097920	0	0
17:09:03	2633400320	2218434560	211857408	4806	22196224	0	0
17:09:08	2633519104	2218471424	211857408	4806	22196224	0	0
17:09:13	2633760768	2218471424	211857408	4806	22196224	0	0
17:09:18	2632859648	2218471424	212152320	4878	22581248	0	0
17:09:23	2633957376	2218569728	212340736	4924	22679552	0	0
17:09:28	2632593408	2218569728	212402176	4939	22740992	0	0
17:09:33	2832392192	2415898624	212852736	5049	23191552	0	0
17:09:38	2940108800	2524135424	212852736	5049	23191552	0	0
17:09:43	3083444224	2667307008	212852736	5049	23191552	0	0
17:09:48	3084414976	2667307008	212852736	5049	23191552	0	0
17:09:53	3084652544	2667311104	212852736	5049	23191552	0	0
17:09:58	3084505088	2667311104	212951040	5073	23289856	0	0
17:10:03	3084210176	2667311104	212951040	5073	23482368	0	0
17:10:08	3084541952	2667311104	213213184	5137	23552000	0	0
17:10:13	3085623296	2667311104	213983232	5267	24322048	0	0
17:10:18	3086528512	2667311104	214142976	5306	24715264	0	0
17:10:23	3086180352	2667311104	214540288	5403	24879104	0	0
17:10:28	3086909440	2667335680	214818816	5471	25157632	0	0
17:10:33	3085979648	2667335680	214978560	5510	25321472	0	0
17:10:38	3087769600	2667335680	215531520	5586	25870336	0	0
17:10:43	3087863808	2667335680	215904256	5677	26243072	0	0
17:10:48	3087777792	2667335680	215904256	5677	26243072	0	0
17:10:53	3088412672	2667335680	216092672	5723	26431488	0	0
17:10:58	3088388096	2667356160	216498176	5822	26836992	0	0
17:11:03	3090157568	2667356160	216784896	5892	27623424	0	0
17:11:08	3088896000	2667356160	217481216	5999	27820032	0	0
17:11:13	3089620992	2667356160	217772032	6070	28176384	0	0
17:11:18	3287883776	2864697344	218279936	6194	28618752	0	0
17:11:23	3541200896	3116191744	218279936	6194	28618752	0	0
17:11:28	3542892544	3116191744	220213248	6666	30552064	0	0
17:11:33	3547914240	3116191744	224538624	7713	34877440	0	0
