ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:12:18	19509248	18370560	73728	0	0	0	0
17:12:23	548892672	416800768	34783232	0	0	0	0
17:12:28	903155712	719273984	35311616	129	528384	0	0
17:12:33	920866816	725655552	35311616	129	528384	0	0
17:12:38	1200295936	997879808	37511168	623	2727936	0	0
17:12:43	1409167360	1195401216	41615360	1625	6832128	0	0
17:12:48	1415913472	1195405312	41615360	1625	6832128	0	0
17:12:53	1655218176	1434464256	41779200	1665	6995968	0	0
17:12:58	1658101760	1434501120	44048384	2219	9625600	0	0
17:13:03	1863487488	1631784960	49156096	3154	14372864	0	0
17:13:08	1984196608	1750503424	49156096	3154	14372864	0	0
17:13:13	2101551104	1867907072	49156096	3154	14372864	0	0
17:13:18	2102304768	1867907072	49799168	3311	15351808	0	0
17:13:23	2300989440	2065301504	50622464	3512	15839232	0	0
17:13:28	2540539904	2302099456	50622464	3512	15839232	0	0
17:13:33	2538754048	2301423616	50622464	3512	16691200	0	0
17:13:38	2740559872	2498854912	53448704	4202	19517440	0	0
17:13:43	2742390784	2498891776	54300672	4203	19517440	0	0
17:13:49	2978066432	2734981120	54300672	4203	20082688	0	0
17:13:54	2985263104	2734981120	61513728	5609	26730496	0	0
