ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:31:57	20779008	18886656	73728	0	0	0	0
17:32:02	541601792	416935936	34783232	0	0	0	0
17:32:07	896520192	720093184	35508224	114	724992	0	0
17:32:12	1034620928	844034048	35508224	114	724992	0	0
17:32:17	1193828352	997756928	36261888	298	2527232	0	0
17:32:22	1401929728	1195331584	42446848	1635	7663616	0	0
17:32:27	1408688128	1196007424	42446848	1635	7663616	0	0
17:32:32	1645273088	1431433216	42446848	1635	7725056	0	0
17:32:37	1649135616	1431470080	43622400	1922	9994240	0	0
17:32:42	1849483264	1628860416	45326336	2275	10543104	0	0
17:32:47	2088632320	1865621504	45326336	2275	10543104	0	0
17:32:52	2088194048	1864982528	45916160	2419	11264000	0	0
17:32:57	2287976448	2062344192	47136768	2717	12353536	0	0
17:33:02	2407944192	2181062656	47136768	2717	12353536	0	0
17:33:07	2524491776	2298466304	47136768	2717	12353536	0	0
17:33:12	2526183424	2298519552	48222208	2944	13508608	0	0
17:33:17	2724597760	2495893504	48734208	3069	13950976	0	0
17:33:22	2963705856	2734993408	48992256	3132	14209024	0	0
17:33:27	2967851008	2734993408	51601408	3728	17883136	0	0
