ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
17:14:37	19791872	18472960	73728	0	0	0	0
17:14:42	706732032	539488256	69230592	0	0	0	0
17:14:47	1132306432	830902272	152514560	122	499712	0	0
17:14:52	1150750720	837287936	152514560	122	499712	0	0
17:14:57	1599758336	1273085952	159506432	527	2826240	0	0
17:15:02	1611825152	1273155584	167071744	2233	10092544	0	0
17:15:07	1831182336	1479815168	173211648	3606	16232448	0	0
17:15:12	1953431552	1598664704	173211648	3606	16232448	0	0
17:15:17	2093211648	1737584640	173211648	3606	16232448	0	0
17:15:22	2093993984	1737584640	173531136	3684	16551936	0	0
17:15:27	2093817856	1737584640	173854720	3763	17010688	0	0
17:15:32	2095411200	1737621504	174542848	3931	17563648	0	0
17:15:37	2096537600	1737621504	175570944	4182	18628608	0	0
17:15:42	2096951296	1737621504	175767552	4230	19243008	0	0
17:15:47	2098495488	1737658368	176721920	4463	19939328	0	0
17:15:52	2100969472	1737658368	177446912	4640	20795392	0	0
17:15:57	2101862400	1737715712	178569216	4914	21626880	0	0
17:16:02	2102202368	1737752576	178868224	4987	21991424	0	0
17:16:07	2102317056	1737752576	180011008	5214	23031808	0	0
17:16:12	2103226368	1737752576	181088256	5351	24141824	0	0
17:16:17	2104672256	1737789440	182329344	5654	25350144	0	0
17:16:22	2105659392	1737789440	183095296	5841	26218496	0	0
17:16:27	2106257408	1737846784	183701504	5989	26722304	0	0
17:16:32	2107617280	1737883648	185208832	6277	28229632	0	0
17:16:37	2109194240	1737883648	186048512	6482	29634560	0	0
17:16:42	2309529600	1935269888	187183104	6759	30203904	0	0
17:16:47	2414972928	2040029184	187183104	6759	30203904	0	0
17:16:52	2558533632	2183204864	187183104	6759	30203904	0	0
17:16:57	2558488576	2183204864	187183104	6759	30203904	0	0
17:17:02	2558574592	2183299072	187183104	6759	30203904	0	0
17:17:07	2558918656	2183299072	187248640	6775	30269440	0	0
17:17:12	2558754816	2183299072	187248640	6775	30339072	0	0
17:17:17	2559741952	2183335936	187318272	6792	30339072	0	0
17:17:22	2559909888	2183335936	187318272	6792	30339072	0	0
17:17:27	2560323584	2183335936	187944960	6945	30965760	0	0
17:17:32	2560958464	2183430144	188276736	6986	31465472	0	0
17:17:37	2560409600	2183430144	188674048	7083	31694848	0	0
17:17:42	2560483328	2183430144	188747776	7101	31768576	0	0
17:17:47	2560348160	2183467008	188841984	7124	31862784	0	0
17:17:52	2560610304	2183467008	189009920	7165	32198656	0	0
17:17:58	2560856064	2183467008	189308928	7238	32526336	0	0
17:18:03	2561572864	2183503872	190496768	7465	33550336	0	0
17:18:08	2561540096	2183561216	190595072	7489	33615872	0	0
17:18:13	2767261696	2388439040	191070208	7605	34091008	0	0
17:18:18	2889838592	2509746176	191070208	7605	34091008	0	0
17:18:23	3033432064	2653048832	191070208	7605	34091008	0	0
17:18:28	3033923584	2653048832	191135744	7621	34156544	0	0
17:18:33	3033931776	2653085696	191135744	7621	34156544	0	0
17:18:38	3034722304	2653085696	191467520	7702	34488320	0	0
17:18:43	3034185728	2653147136	191467520	7702	34488320	0	0
17:18:48	3035394048	2653147136	191922176	7813	35241984	0	0
17:18:53	3035766784	2653147136	192712704	8006	35733504	0	0
17:18:58	3037061120	2653147136	193269760	8142	36384768	0	0
17:19:03	3037995008	2653147136	194220032	8374	37412864	0	0
17:19:08	3038990336	2653147136	194650112	8479	38195200	0	0
17:19:13	3039047680	2653151232	195543040	8641	38862848	0	0
17:19:18	3040030720	2653151232	196124672	8783	39337984	0	0
17:19:23	3040845824	2653151232	197218304	9050	40239104	0	0
17:19:28	3041652736	2653151232	197951488	9229	41144320	0	0
17:19:33	3042353152	2653151232	198647808	9399	41668608	0	0
17:19:38	3043635200	2653151232	199053312	9498	42291200	0	0
17:19:43	3044466688	2653151232	199798784	9680	43003904	0	0
17:19:48	3242450944	2850512896	200708096	9902	43728896	0	0
17:19:53	3499954176	3107999744	200708096	9902	43728896	0	0
17:19:58	3503243264	3107999744	202797056	10412	46268416	0	0
17:20:03	3507421184	3107999744	206864384	11405	50905088	0	0
