ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
19:17:51	191385600	112603136	75976704	938	75907072	0	0
19:17:56	744169472	416952320	235536384	1115	200744960	0	0
19:18:01	1117097984	719224832	255434752	2456	220643328	0	0
19:18:06	1145430016	725774336	265060352	4006	230428672	0	0
19:18:11	1428779008	997732352	271519744	4833	236728320	0	0
19:18:16	1636327424	1195294720	274694144	5400	239902720	0	0
19:18:21	1643241472	1195298816	274944000	5402	240152576	0	0
19:18:26	1882636288	1433280512	276017152	5569	241225728	0	0
19:18:31	1887440896	1431437312	281415680	6166	246988800	0	0
19:18:36	2088386560	1628864512	282877952	6403	248086528	0	0
19:18:41	2327367680	1865625600	282877952	6403	248086528	0	0
19:18:46	2325807104	1865072640	283475968	6549	248709120	0	0
19:18:51	2526400512	2062471168	284995584	6831	250204160	0	0
19:18:56	2528477184	2062471168	284995584	6831	250204160	0	0
19:19:01	2766155776	2301571072	285052928	6845	250433536	0	0
19:19:06	2769584128	2301571072	287277056	7325	253431808	0	0
19:19:11	2968150016	2499067904	288952320	7680	254160896	0	0
19:19:16	3205431296	2735190016	288952320	7680	254160896	0	0
19:19:21	3207483392	2735190016	290324480	7964	256331776	0	0
