ts	current	anon	file	pgmajfault	io_read_bytes	events_high	events_oom
16:01:27	23728128	22491136	73728	0	0	0	0
16:01:32	1583095808	1264955392	203182080	0	0	0	0
16:01:37	2043670528	1671675904	205877248	146	598016	0	0
16:01:42	2062315520	1678090240	205877248	146	598016	0	0
16:01:47	2326888448	1938505728	205877248	146	598016	0	0
16:01:52	2477305856	2086813696	206508032	300	1228800	0	0
16:01:57	2481606656	2086813696	208584704	807	3305472	0	0
16:02:02	2485788672	2086813696	211591168	1502	6311936	0	0
16:02:07	2492284928	2086850560	215941120	2301	10661888	0	0
16:02:12	2495975424	2086912000	219090944	3007	13811712	0	0
16:02:17	2698813440	2284376064	220831744	3369	15552512	0	0
16:02:22	2701180928	2284412928	220831744	3369	15552512	0	0
16:02:27	2704621568	2284412928	222392320	3370	17113088	0	0
16:02:32	2704748544	2284412928	222392320	3370	17113088	0	0
16:02:37	2705252352	2284449792	222392320	3370	17113088	0	0
16:02:42	2705227776	2284449792	222392320	3370	17113088	0	0
16:02:47	2810654720	2387955712	222392320	3370	17113088	0	0
16:02:53	2955104256	2532954112	222392320	3370	17113088	0	0
16:02:58	2955128832	2532954112	222392320	3370	17113088	0	0
16:03:03	2955374592	2532954112	222392320	3370	17113088	0	0
16:03:08	2955575296	2532990976	222392320	3370	17113088	0	0
16:03:13	2955677696	2532990976	222392320	3370	17113088	0	0
16:03:18	2955644928	2532990976	222392320	3370	17113088	0	0
16:03:23	2955075584	2533027840	222392320	3370	17113088	0	0
16:03:28	2954702848	2533027840	222392320	3370	17113088	0	0
16:03:33	2954485760	2533027840	222392320	3370	17113088	0	0
16:03:38	2954358784	2533064704	222392320	3370	17113088	0	0
16:03:43	2954534912	2533064704	222392320	3370	17113088	0	0
16:03:48	2955689984	2533064704	222392320	3370	17113088	0	0
16:03:53	2955546624	2533158912	222392320	3370	17113088	0	0
16:03:58	2955472896	2533158912	222392320	3370	17113088	0	0
16:04:03	2955227136	2533158912	222392320	3370	17113088	0	0
16:04:08	2956042240	2533195776	222523392	3402	17244160	0	0
16:04:13	2955755520	2533195776	222523392	3402	17244160	0	0
16:04:18	2955292672	2533195776	222523392	3402	17244160	0	0
16:04:23	2955218944	2533289984	222523392	3402	17244160	0	0
16:04:28	2955931648	2533289984	222744576	3444	17465344	0	0
16:04:33	2955661312	2533289984	222744576	3444	17465344	0	0
16:04:38	2955063296	2533326848	222744576	3444	17465344	0	0
16:04:43	2956210176	2533326848	222838784	3467	17559552	0	0
16:04:48	2956197888	2533326848	222838784	3467	17559552	0	0
16:04:53	2955853824	2533363712	222838784	3467	17559552	0	0
16:04:58	2956075008	2533421056	222838784	3467	17559552	0	0
16:05:03	2956701696	2533421056	222969856	3499	17690624	0	0
16:05:08	2957176832	2533457920	222969856	3499	17690624	0	0
16:05:13	2957176832	2533457920	222969856	3499	17690624	0	0
16:05:18	2957369344	2533457920	222969856	3499	17690624	0	0
16:05:23	2956533760	2533494784	223039488	3516	17760256	0	0
16:05:28	2956369920	2533494784	223039488	3516	17760256	0	0
16:05:33	2956447744	2533556224	223039488	3516	17760256	0	0
16:05:38	2956476416	2533593088	223039488	3516	17760256	0	0
16:05:43	2956210176	2533593088	223039488	3516	17760256	0	0
16:05:48	2956181504	2533593088	223039488	3516	17760256	0	0
16:05:53	2956124160	2533629952	223039488	3516	17760256	0	0
16:05:58	2957783040	2533629952	223297536	3579	18018304	0	0
16:06:03	2957246464	2533650432	223297536	3579	18018304	0	0
16:06:08	2957709312	2533650432	223297536	3579	18018304	0	0
16:06:13	2957377536	2533650432	223297536	3579	18018304	0	0
16:06:18	2957258752	2533650432	223502336	3629	18223104	0	0
16:06:23	2956591104	2533650432	223502336	3629	18223104	0	0
16:06:28	2956058624	2533650432	223502336	3629	18223104	0	0
16:06:33	2957451264	2533650432	223641600	3663	18362368	0	0
16:06:38	2957549568	2533670912	223641600	3663	18362368	0	0
16:06:43	2956967936	2533675008	223641600	3663	18362368	0	0
