Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),142.11,0.00,755.79,,,,,,157.66,,161.12,162.12,165.11,38.17
Active Decode Throughput Per User (tokens/sec/user),142.11,0.00,755.79,,,,,,157.66,,161.12,162.12,165.11,38.17
Active Prefill Throughput (tokens/sec),7126.02,7126.02,7126.02,,,,,,7126.02,,7126.02,7126.02,7126.02,0.00
Active Prefill Throughput Per User (tokens/sec/user),7126.02,7126.02,7126.02,,,,,,7126.02,,7126.02,7126.02,7126.02,0.00
Active Total Throughput (tokens/sec),5147.71,142.11,7126.02,,,,,,7126.02,,7126.02,7126.02,7126.02,3146.84
Credit-to-Start Latency (ms),1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,0.00
Decode Duration (ms),14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,14396.93,0.00
E2E Output Token Throughput (tokens/sec/user),40.28,40.28,40.28,40.28,40.28,40.28,40.28,40.28,40.28,40.28,40.28,40.28,40.28,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.28,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.45
Effective Decode Throughput (tokens/sec),40.25,0.00,755.79,,,,,,0.00,,158.62,160.21,162.51,67.18
Effective Decode Throughput Per User (tokens/sec/user),40.25,0.00,755.79,,,,,,0.00,,158.62,160.21,162.51,67.18
Effective Latency (CO-aware) (ms),50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,50826.48,0.00
Effective Prefill Concurrency,0.72,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.45
Effective Prefill Throughput (tokens/sec),5107.01,0.00,7126.02,,,,,,7126.02,,7126.02,7126.02,7126.02,3211.09
Effective Prefill Throughput Per User (tokens/sec/user),5107.01,0.00,7126.02,,,,,,7126.02,,7126.02,7126.02,7126.02,3211.09
Effective Total Throughput (tokens/sec),5147.26,0.00,7126.02,,,,,,7126.02,,7126.02,7126.02,7126.02,3147.07
