Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.00
HTTP Total Time (ms),13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,13268.37,0.00
HTTP Waiting (TTFB) (ms),1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,1449.57,0.00
Input Sequence Length (tokens),8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,8194.00,0.00
Inter Chunk Latency (ms),21.41,11.22,114.26,11817.21,14.07,16.16,16.26,16.39,16.59,16.82,48.86,49.30,51.40,12.60
Inter Token Latency (ms),5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,0.00
OSL Mismatch Diff % (%),-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.00
Output Sequence Length (tokens),2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Output Token Count (tokens),2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Output Token Throughput Per User (tokens/sec/user),173.14,173.14,173.14,173.14,173.14,173.14,173.14,173.14,173.14,173.14,173.14,173.14,173.14,0.00
Prefill Throughput Per User (tokens/sec/user),5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,5649.35,0.00
Request Latency (ms),13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,13267.64,0.00
Time to First Output Token (ms),1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,0.00
Time to First Token (ms),1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,1450.43,0.00
Time to Second Token (ms),14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,0.00
Tokens In Flight (tokens),9278.15,0.00,10241.00,,,,,,9355.14,,10137.22,10189.11,10229.88,723.49

Metric,Value
Benchmark Duration (sec),13.27
Input Token Throughput (tokens/sec),617.46
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),154.25
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.08
Total Input Sequence Length (tokens),8194.00
Total Output Sequence Length (tokens),2047.00
Total Output Tokens (tokens),2047.00
Total Token Throughput (tokens/sec),771.71
